item_name,date,quantity_sold
Diclofenac 50mg (M01AB),2015-08-05,5
Diclofenac 50mg (M01AB),2015-08-06,5
Diclofenac 50mg (M01AB),2015-08-07,4
Diclofenac 50mg (M01AB),2015-08-08,6
Diclofenac 50mg (M01AB),2015-08-09,5
Diclofenac 50mg (M01AB),2015-08-10,4
Diclofenac 50mg (M01AB),2015-08-11,12
Diclofenac 50mg (M01AB),2015-08-12,9
Diclofenac 50mg (M01AB),2015-08-13,8
Diclofenac 50mg (M01AB),2015-08-14,3
Diclofenac 50mg (M01AB),2015-08-15,3
Diclofenac 50mg (M01AB),2015-08-16,2
Diclofenac 50mg (M01AB),2015-08-17,8
Diclofenac 50mg (M01AB),2015-08-18,6
Diclofenac 50mg (M01AB),2015-08-19,6
Diclofenac 50mg (M01AB),2015-08-20,4
Diclofenac 50mg (M01AB),2015-08-21,6
Diclofenac 50mg (M01AB),2015-08-22,2
Diclofenac 50mg (M01AB),2015-08-23,9
Diclofenac 50mg (M01AB),2015-08-24,8
Diclofenac 50mg (M01AB),2015-08-25,2
Diclofenac 50mg (M01AB),2015-08-26,3
Diclofenac 50mg (M01AB),2015-08-27,9
Diclofenac 50mg (M01AB),2015-08-28,7
Diclofenac 50mg (M01AB),2015-08-29,11
Diclofenac 50mg (M01AB),2015-08-30,11
Diclofenac 50mg (M01AB),2015-08-31,4
Diclofenac 50mg (M01AB),2015-09-01,8
Diclofenac 50mg (M01AB),2015-09-02,5
Diclofenac 50mg (M01AB),2015-09-03,1
Diclofenac 50mg (M01AB),2015-09-04,3
Diclofenac 50mg (M01AB),2015-09-05,9
Diclofenac 50mg (M01AB),2015-09-06,8
Diclofenac 50mg (M01AB),2015-09-07,4
Diclofenac 50mg (M01AB),2015-09-08,3
Diclofenac 50mg (M01AB),2015-09-09,2
Diclofenac 50mg (M01AB),2015-09-10,6
Diclofenac 50mg (M01AB),2015-09-11,11
Diclofenac 50mg (M01AB),2015-09-12,5
Diclofenac 50mg (M01AB),2015-09-13,7
Diclofenac 50mg (M01AB),2015-09-14,5
Diclofenac 50mg (M01AB),2015-09-15,3
Diclofenac 50mg (M01AB),2015-09-16,1
Diclofenac 50mg (M01AB),2015-09-17,10
Diclofenac 50mg (M01AB),2015-09-18,3
Diclofenac 50mg (M01AB),2015-09-19,7
Diclofenac 50mg (M01AB),2015-09-20,10
Diclofenac 50mg (M01AB),2015-09-21,2
Diclofenac 50mg (M01AB),2015-09-22,7
Diclofenac 50mg (M01AB),2015-09-23,6
Diclofenac 50mg (M01AB),2015-09-24,3
Diclofenac 50mg (M01AB),2015-09-25,5
Diclofenac 50mg (M01AB),2015-09-26,12
Diclofenac 50mg (M01AB),2015-09-27,6
Diclofenac 50mg (M01AB),2015-09-28,1
Diclofenac 50mg (M01AB),2015-09-29,6
Diclofenac 50mg (M01AB),2015-09-30,5
Diclofenac 50mg (M01AB),2015-10-01,10
Diclofenac 50mg (M01AB),2015-10-02,5
Diclofenac 50mg (M01AB),2015-10-03,10
Diclofenac 50mg (M01AB),2015-10-04,7
Diclofenac 50mg (M01AB),2015-10-05,5
Diclofenac 50mg (M01AB),2015-10-06,6
Diclofenac 50mg (M01AB),2015-10-07,7
Diclofenac 50mg (M01AB),2015-10-08,9
Diclofenac 50mg (M01AB),2015-10-09,2
Diclofenac 50mg (M01AB),2015-10-10,6
Diclofenac 50mg (M01AB),2015-10-11,10
Diclofenac 50mg (M01AB),2015-10-12,10
Diclofenac 50mg (M01AB),2015-10-13,4
Diclofenac 50mg (M01AB),2015-10-14,5
Diclofenac 50mg (M01AB),2015-10-15,5
Diclofenac 50mg (M01AB),2015-10-16,2
Diclofenac 50mg (M01AB),2015-10-17,10
Diclofenac 50mg (M01AB),2015-10-18,7
Diclofenac 50mg (M01AB),2015-10-19,12
Diclofenac 50mg (M01AB),2015-10-20,3
Diclofenac 50mg (M01AB),2015-10-21,9
Diclofenac 50mg (M01AB),2015-10-22,4
Diclofenac 50mg (M01AB),2015-10-23,7
Diclofenac 50mg (M01AB),2015-10-24,10
Diclofenac 50mg (M01AB),2015-10-25,3
Diclofenac 50mg (M01AB),2015-10-26,9
Diclofenac 50mg (M01AB),2015-10-27,4
Diclofenac 50mg (M01AB),2015-10-28,1
Diclofenac 50mg (M01AB),2015-10-29,2
Diclofenac 50mg (M01AB),2015-10-30,5
Diclofenac 50mg (M01AB),2015-10-31,6
Diclofenac 50mg (M01AB),2015-11-01,2
Diclofenac 50mg (M01AB),2015-11-02,5
Diclofenac 50mg (M01AB),2015-11-03,1
Diclofenac 50mg (M01AB),2015-11-04,8
Diclofenac 50mg (M01AB),2015-11-05,4
Diclofenac 50mg (M01AB),2015-11-06,3
Diclofenac 50mg (M01AB),2015-11-07,4
Diclofenac 50mg (M01AB),2015-11-08,6
Diclofenac 50mg (M01AB),2015-11-09,4
Diclofenac 50mg (M01AB),2015-11-10,6
Diclofenac 50mg (M01AB),2015-11-11,10
Diclofenac 50mg (M01AB),2015-11-12,6
Diclofenac 50mg (M01AB),2015-11-13,5
Diclofenac 50mg (M01AB),2015-11-14,5
Diclofenac 50mg (M01AB),2015-11-15,1
Diclofenac 50mg (M01AB),2015-11-16,6
Diclofenac 50mg (M01AB),2015-11-17,6
Diclofenac 50mg (M01AB),2015-11-18,6
Diclofenac 50mg (M01AB),2015-11-19,2
Diclofenac 50mg (M01AB),2015-11-20,6
Diclofenac 50mg (M01AB),2015-11-21,4
Diclofenac 50mg (M01AB),2015-11-22,2
Diclofenac 50mg (M01AB),2015-11-23,3
Diclofenac 50mg (M01AB),2015-11-24,5
Diclofenac 50mg (M01AB),2015-11-25,6
Diclofenac 50mg (M01AB),2015-11-26,4
Diclofenac 50mg (M01AB),2015-11-27,1
Diclofenac 50mg (M01AB),2015-11-28,6
Diclofenac 50mg (M01AB),2015-11-29,7
Diclofenac 50mg (M01AB),2015-11-30,7
Diclofenac 50mg (M01AB),2015-12-01,2
Diclofenac 50mg (M01AB),2015-12-02,1
Diclofenac 50mg (M01AB),2015-12-03,4
Diclofenac 50mg (M01AB),2015-12-04,3
Diclofenac 50mg (M01AB),2015-12-05,8
Diclofenac 50mg (M01AB),2015-12-06,6
Diclofenac 50mg (M01AB),2015-12-07,3
Diclofenac 50mg (M01AB),2015-12-08,2
Diclofenac 50mg (M01AB),2015-12-09,3
Diclofenac 50mg (M01AB),2015-12-10,12
Diclofenac 50mg (M01AB),2015-12-11,6
Diclofenac 50mg (M01AB),2015-12-12,6
Diclofenac 50mg (M01AB),2015-12-13,9
Diclofenac 50mg (M01AB),2015-12-14,5
Diclofenac 50mg (M01AB),2015-12-15,5
Diclofenac 50mg (M01AB),2015-12-16,7
Diclofenac 50mg (M01AB),2015-12-17,9
Diclofenac 50mg (M01AB),2015-12-18,4
Diclofenac 50mg (M01AB),2015-12-20,3
Diclofenac 50mg (M01AB),2015-12-21,5
Diclofenac 50mg (M01AB),2015-12-22,6
Diclofenac 50mg (M01AB),2015-12-23,3
Diclofenac 50mg (M01AB),2015-12-24,7
Diclofenac 50mg (M01AB),2015-12-25,1
Diclofenac 50mg (M01AB),2015-12-26,5
Diclofenac 50mg (M01AB),2015-12-27,5
Diclofenac 50mg (M01AB),2015-12-28,4
Diclofenac 50mg (M01AB),2015-12-29,11
Diclofenac 50mg (M01AB),2015-12-30,7
Diclofenac 50mg (M01AB),2015-12-31,8
Diclofenac 50mg (M01AB),2016-01-03,4
Diclofenac 50mg (M01AB),2016-01-04,7
Diclofenac 50mg (M01AB),2016-01-05,5
Diclofenac 50mg (M01AB),2016-01-06,7
Diclofenac 50mg (M01AB),2016-01-08,8
Diclofenac 50mg (M01AB),2016-01-09,7
Diclofenac 50mg (M01AB),2016-01-10,7
Diclofenac 50mg (M01AB),2016-01-11,9
Diclofenac 50mg (M01AB),2016-01-12,12
Diclofenac 50mg (M01AB),2016-01-13,9
Diclofenac 50mg (M01AB),2016-01-14,2
Diclofenac 50mg (M01AB),2016-01-15,9
Diclofenac 50mg (M01AB),2016-01-16,3
Diclofenac 50mg (M01AB),2016-01-17,7
Diclofenac 50mg (M01AB),2016-01-18,4
Diclofenac 50mg (M01AB),2016-01-19,6
Diclofenac 50mg (M01AB),2016-01-20,2
Diclofenac 50mg (M01AB),2016-01-21,5
Diclofenac 50mg (M01AB),2016-01-22,1
Diclofenac 50mg (M01AB),2016-01-23,6
Diclofenac 50mg (M01AB),2016-01-24,4
Diclofenac 50mg (M01AB),2016-01-25,10
Diclofenac 50mg (M01AB),2016-01-26,6
Diclofenac 50mg (M01AB),2016-01-27,4
Diclofenac 50mg (M01AB),2016-01-28,7
Diclofenac 50mg (M01AB),2016-01-29,5
Diclofenac 50mg (M01AB),2016-01-30,9
Diclofenac 50mg (M01AB),2016-01-31,4
Diclofenac 50mg (M01AB),2016-02-01,6
Diclofenac 50mg (M01AB),2016-02-02,14
Diclofenac 50mg (M01AB),2016-02-03,8
Diclofenac 50mg (M01AB),2016-02-04,8
Diclofenac 50mg (M01AB),2016-02-05,6
Diclofenac 50mg (M01AB),2016-02-06,5
Diclofenac 50mg (M01AB),2016-02-07,4
Diclofenac 50mg (M01AB),2016-02-08,6
Diclofenac 50mg (M01AB),2016-02-09,7
Diclofenac 50mg (M01AB),2016-02-10,4
Diclofenac 50mg (M01AB),2016-02-11,2
Diclofenac 50mg (M01AB),2016-02-12,6
Diclofenac 50mg (M01AB),2016-02-13,3
Diclofenac 50mg (M01AB),2016-02-14,6
Diclofenac 50mg (M01AB),2016-02-15,5
Diclofenac 50mg (M01AB),2016-02-16,7
Diclofenac 50mg (M01AB),2016-02-17,3
Diclofenac 50mg (M01AB),2016-02-18,2
Diclofenac 50mg (M01AB),2016-02-19,4
Diclofenac 50mg (M01AB),2016-02-20,10
Diclofenac 50mg (M01AB),2016-02-21,6
Diclofenac 50mg (M01AB),2016-02-22,3
Diclofenac 50mg (M01AB),2016-02-23,3
Diclofenac 50mg (M01AB),2016-02-24,8
Diclofenac 50mg (M01AB),2016-02-25,8
Diclofenac 50mg (M01AB),2016-02-26,5
Diclofenac 50mg (M01AB),2016-02-27,8
Diclofenac 50mg (M01AB),2016-02-28,8
Diclofenac 50mg (M01AB),2016-02-29,7
Diclofenac 50mg (M01AB),2016-03-01,10
Diclofenac 50mg (M01AB),2016-03-02,3
Diclofenac 50mg (M01AB),2016-03-03,3
Diclofenac 50mg (M01AB),2016-03-04,5
Diclofenac 50mg (M01AB),2016-03-05,5
Diclofenac 50mg (M01AB),2016-03-06,5
Diclofenac 50mg (M01AB),2016-03-07,5
Diclofenac 50mg (M01AB),2016-03-08,4
Diclofenac 50mg (M01AB),2016-03-09,4
Diclofenac 50mg (M01AB),2016-03-10,6
Diclofenac 50mg (M01AB),2016-03-11,3
Diclofenac 50mg (M01AB),2016-03-12,3
Diclofenac 50mg (M01AB),2016-03-13,2
Diclofenac 50mg (M01AB),2016-03-14,4
Diclofenac 50mg (M01AB),2016-03-15,5
Diclofenac 50mg (M01AB),2016-03-16,5
Diclofenac 50mg (M01AB),2016-03-17,6
Diclofenac 50mg (M01AB),2016-03-18,3
Diclofenac 50mg (M01AB),2016-03-19,11
Diclofenac 50mg (M01AB),2016-03-20,8
Diclofenac 50mg (M01AB),2016-03-21,5
Diclofenac 50mg (M01AB),2016-03-22,2
Diclofenac 50mg (M01AB),2016-03-23,4
Diclofenac 50mg (M01AB),2016-03-24,7
Diclofenac 50mg (M01AB),2016-03-25,7
Diclofenac 50mg (M01AB),2016-03-26,2
Diclofenac 50mg (M01AB),2016-03-27,8
Diclofenac 50mg (M01AB),2016-03-28,3
Diclofenac 50mg (M01AB),2016-03-29,6
Diclofenac 50mg (M01AB),2016-03-30,7
Diclofenac 50mg (M01AB),2016-03-31,2
Diclofenac 50mg (M01AB),2016-04-01,6
Diclofenac 50mg (M01AB),2016-04-02,4
Diclofenac 50mg (M01AB),2016-04-03,10
Diclofenac 50mg (M01AB),2016-04-04,7
Diclofenac 50mg (M01AB),2016-04-05,6
Diclofenac 50mg (M01AB),2016-04-06,7
Diclofenac 50mg (M01AB),2016-04-07,6
Diclofenac 50mg (M01AB),2016-04-08,8
Diclofenac 50mg (M01AB),2016-04-09,9
Diclofenac 50mg (M01AB),2016-04-10,5
Diclofenac 50mg (M01AB),2016-04-12,4
Diclofenac 50mg (M01AB),2016-04-13,6
Diclofenac 50mg (M01AB),2016-04-14,3
Diclofenac 50mg (M01AB),2016-04-15,4
Diclofenac 50mg (M01AB),2016-04-16,5
Diclofenac 50mg (M01AB),2016-04-17,4
Diclofenac 50mg (M01AB),2016-04-18,4
Diclofenac 50mg (M01AB),2016-04-19,3
Diclofenac 50mg (M01AB),2016-04-20,3
Diclofenac 50mg (M01AB),2016-04-21,3
Diclofenac 50mg (M01AB),2016-04-22,6
Diclofenac 50mg (M01AB),2016-04-23,14
Diclofenac 50mg (M01AB),2016-04-24,1
Diclofenac 50mg (M01AB),2016-04-25,7
Diclofenac 50mg (M01AB),2016-04-26,5
Diclofenac 50mg (M01AB),2016-04-27,6
Diclofenac 50mg (M01AB),2016-04-28,5
Diclofenac 50mg (M01AB),2016-04-29,7
Diclofenac 50mg (M01AB),2016-04-30,10
Diclofenac 50mg (M01AB),2016-05-02,4
Diclofenac 50mg (M01AB),2016-05-03,6
Diclofenac 50mg (M01AB),2016-05-04,7
Diclofenac 50mg (M01AB),2016-05-05,5
Diclofenac 50mg (M01AB),2016-05-06,4
Diclofenac 50mg (M01AB),2016-05-07,4
Diclofenac 50mg (M01AB),2016-05-08,5
Diclofenac 50mg (M01AB),2016-05-09,6
Diclofenac 50mg (M01AB),2016-05-10,7
Diclofenac 50mg (M01AB),2016-05-11,5
Diclofenac 50mg (M01AB),2016-05-12,3
Diclofenac 50mg (M01AB),2016-05-13,2
Diclofenac 50mg (M01AB),2016-05-14,5
Diclofenac 50mg (M01AB),2016-05-15,5
Diclofenac 50mg (M01AB),2016-05-16,5
Diclofenac 50mg (M01AB),2016-05-17,4
Diclofenac 50mg (M01AB),2016-05-18,4
Diclofenac 50mg (M01AB),2016-05-19,6
Diclofenac 50mg (M01AB),2016-05-20,3
Diclofenac 50mg (M01AB),2016-05-21,2
Diclofenac 50mg (M01AB),2016-05-22,4
Diclofenac 50mg (M01AB),2016-05-23,5
Diclofenac 50mg (M01AB),2016-05-24,12
Diclofenac 50mg (M01AB),2016-05-25,8
Diclofenac 50mg (M01AB),2016-05-26,5
Diclofenac 50mg (M01AB),2016-05-27,9
Diclofenac 50mg (M01AB),2016-05-28,12
Diclofenac 50mg (M01AB),2016-05-29,9
Diclofenac 50mg (M01AB),2016-05-30,3
Diclofenac 50mg (M01AB),2016-05-31,6
Diclofenac 50mg (M01AB),2016-06-01,9
Diclofenac 50mg (M01AB),2016-06-02,2
Diclofenac 50mg (M01AB),2016-06-03,7
Diclofenac 50mg (M01AB),2016-06-04,3
Diclofenac 50mg (M01AB),2016-06-05,10
Diclofenac 50mg (M01AB),2016-06-06,5
Diclofenac 50mg (M01AB),2016-06-07,6
Diclofenac 50mg (M01AB),2016-06-08,9
Diclofenac 50mg (M01AB),2016-06-09,9
Diclofenac 50mg (M01AB),2016-06-10,8
Diclofenac 50mg (M01AB),2016-06-11,11
Diclofenac 50mg (M01AB),2016-06-12,8
Diclofenac 50mg (M01AB),2016-06-13,6
Diclofenac 50mg (M01AB),2016-06-14,2
Diclofenac 50mg (M01AB),2016-06-15,5
Diclofenac 50mg (M01AB),2016-06-16,4
Diclofenac 50mg (M01AB),2016-06-17,3
Diclofenac 50mg (M01AB),2016-06-18,2
Diclofenac 50mg (M01AB),2016-06-19,6
Diclofenac 50mg (M01AB),2016-06-20,7
Diclofenac 50mg (M01AB),2016-06-21,7
Diclofenac 50mg (M01AB),2016-06-22,2
Diclofenac 50mg (M01AB),2016-06-23,3
Diclofenac 50mg (M01AB),2016-06-24,6
Diclofenac 50mg (M01AB),2016-06-25,6
Diclofenac 50mg (M01AB),2016-06-26,3
Diclofenac 50mg (M01AB),2016-06-27,6
Diclofenac 50mg (M01AB),2016-06-28,1
Diclofenac 50mg (M01AB),2016-06-29,7
Diclofenac 50mg (M01AB),2016-06-30,4
Diclofenac 50mg (M01AB),2016-07-01,4
Diclofenac 50mg (M01AB),2016-07-02,5
Diclofenac 50mg (M01AB),2016-07-03,7
Diclofenac 50mg (M01AB),2016-07-04,8
Diclofenac 50mg (M01AB),2016-07-05,6
Diclofenac 50mg (M01AB),2016-07-06,9
Diclofenac 50mg (M01AB),2016-07-07,7
Diclofenac 50mg (M01AB),2016-07-08,1
Diclofenac 50mg (M01AB),2016-07-09,3
Diclofenac 50mg (M01AB),2016-07-10,6
Diclofenac 50mg (M01AB),2016-07-11,6
Diclofenac 50mg (M01AB),2016-07-12,6
Diclofenac 50mg (M01AB),2016-07-13,6
Diclofenac 50mg (M01AB),2016-07-14,2
Diclofenac 50mg (M01AB),2016-07-15,3
Diclofenac 50mg (M01AB),2016-07-16,9
Diclofenac 50mg (M01AB),2016-07-17,9
Diclofenac 50mg (M01AB),2016-07-18,6
Diclofenac 50mg (M01AB),2016-07-19,7
Diclofenac 50mg (M01AB),2016-07-20,10
Diclofenac 50mg (M01AB),2016-07-21,6
Diclofenac 50mg (M01AB),2016-07-22,3
Diclofenac 50mg (M01AB),2016-07-23,5
Diclofenac 50mg (M01AB),2016-07-24,2
Diclofenac 50mg (M01AB),2016-07-25,13
Diclofenac 50mg (M01AB),2016-07-26,8
Diclofenac 50mg (M01AB),2016-07-27,3
Diclofenac 50mg (M01AB),2016-07-28,10
Diclofenac 50mg (M01AB),2016-07-29,10
Diclofenac 50mg (M01AB),2016-07-30,6
Diclofenac 50mg (M01AB),2016-07-31,6
Diclofenac 50mg (M01AB),2016-08-01,8
Diclofenac 50mg (M01AB),2016-08-02,8
Diclofenac 50mg (M01AB),2016-08-03,8
Diclofenac 50mg (M01AB),2016-08-04,8
Diclofenac 50mg (M01AB),2016-08-05,10
Diclofenac 50mg (M01AB),2016-08-06,3
Diclofenac 50mg (M01AB),2016-08-07,8
Diclofenac 50mg (M01AB),2016-08-08,8
Diclofenac 50mg (M01AB),2016-08-09,6
Diclofenac 50mg (M01AB),2016-08-10,11
Diclofenac 50mg (M01AB),2016-08-11,6
Diclofenac 50mg (M01AB),2016-08-12,9
Diclofenac 50mg (M01AB),2016-08-13,8
Diclofenac 50mg (M01AB),2016-08-14,5
Diclofenac 50mg (M01AB),2016-08-15,5
Diclofenac 50mg (M01AB),2016-08-16,10
Diclofenac 50mg (M01AB),2016-08-17,9
Diclofenac 50mg (M01AB),2016-08-18,7
Diclofenac 50mg (M01AB),2016-08-19,1
Diclofenac 50mg (M01AB),2016-08-20,4
Diclofenac 50mg (M01AB),2016-08-21,8
Diclofenac 50mg (M01AB),2016-08-22,3
Diclofenac 50mg (M01AB),2016-08-23,3
Diclofenac 50mg (M01AB),2016-08-24,9
Diclofenac 50mg (M01AB),2016-08-25,4
Diclofenac 50mg (M01AB),2016-08-26,4
Diclofenac 50mg (M01AB),2016-08-27,9
Diclofenac 50mg (M01AB),2016-08-28,7
Diclofenac 50mg (M01AB),2016-08-29,9
Diclofenac 50mg (M01AB),2016-08-30,5
Diclofenac 50mg (M01AB),2016-08-31,6
Diclofenac 50mg (M01AB),2016-09-01,5
Diclofenac 50mg (M01AB),2016-09-02,9
Diclofenac 50mg (M01AB),2016-09-03,5
Diclofenac 50mg (M01AB),2016-09-04,8
Diclofenac 50mg (M01AB),2016-09-05,3
Diclofenac 50mg (M01AB),2016-09-06,5
Diclofenac 50mg (M01AB),2016-09-07,2
Diclofenac 50mg (M01AB),2016-09-08,6
Diclofenac 50mg (M01AB),2016-09-09,5
Diclofenac 50mg (M01AB),2016-09-10,8
Diclofenac 50mg (M01AB),2016-09-11,3
Diclofenac 50mg (M01AB),2016-09-12,7
Diclofenac 50mg (M01AB),2016-09-13,7
Diclofenac 50mg (M01AB),2016-09-14,6
Diclofenac 50mg (M01AB),2016-09-15,3
Diclofenac 50mg (M01AB),2016-09-16,2
Diclofenac 50mg (M01AB),2016-09-17,7
Diclofenac 50mg (M01AB),2016-09-18,6
Diclofenac 50mg (M01AB),2016-09-19,4
Diclofenac 50mg (M01AB),2016-09-20,5
Diclofenac 50mg (M01AB),2016-09-21,8
Diclofenac 50mg (M01AB),2016-09-22,6
Diclofenac 50mg (M01AB),2016-09-23,2
Diclofenac 50mg (M01AB),2016-09-24,2
Diclofenac 50mg (M01AB),2016-09-25,6
Diclofenac 50mg (M01AB),2016-09-26,6
Diclofenac 50mg (M01AB),2016-09-27,7
Diclofenac 50mg (M01AB),2016-09-28,14
Diclofenac 50mg (M01AB),2016-09-29,7
Diclofenac 50mg (M01AB),2016-09-30,7
Diclofenac 50mg (M01AB),2016-10-01,7
Diclofenac 50mg (M01AB),2016-10-02,17
Diclofenac 50mg (M01AB),2016-10-03,3
Diclofenac 50mg (M01AB),2016-10-04,6
Diclofenac 50mg (M01AB),2016-10-05,4
Diclofenac 50mg (M01AB),2016-10-06,4
Diclofenac 50mg (M01AB),2016-10-07,4
Diclofenac 50mg (M01AB),2016-10-08,7
Diclofenac 50mg (M01AB),2016-10-09,7
Diclofenac 50mg (M01AB),2016-10-10,2
Diclofenac 50mg (M01AB),2016-10-11,7
Diclofenac 50mg (M01AB),2016-10-12,8
Diclofenac 50mg (M01AB),2016-10-13,5
Diclofenac 50mg (M01AB),2016-10-14,7
Diclofenac 50mg (M01AB),2016-10-15,4
Diclofenac 50mg (M01AB),2016-10-16,8
Diclofenac 50mg (M01AB),2016-10-17,2
Diclofenac 50mg (M01AB),2016-10-18,3
Diclofenac 50mg (M01AB),2016-10-19,4
Diclofenac 50mg (M01AB),2016-10-20,2
Diclofenac 50mg (M01AB),2016-10-21,9
Diclofenac 50mg (M01AB),2016-10-22,7
Diclofenac 50mg (M01AB),2016-10-23,12
Diclofenac 50mg (M01AB),2016-10-24,3
Diclofenac 50mg (M01AB),2016-10-25,4
Diclofenac 50mg (M01AB),2016-10-26,2
Diclofenac 50mg (M01AB),2016-10-27,6
Diclofenac 50mg (M01AB),2016-10-28,7
Diclofenac 50mg (M01AB),2016-10-29,15
Diclofenac 50mg (M01AB),2016-10-30,5
Diclofenac 50mg (M01AB),2016-10-31,3
Diclofenac 50mg (M01AB),2016-11-01,2
Diclofenac 50mg (M01AB),2016-11-02,4
Diclofenac 50mg (M01AB),2016-11-03,2
Diclofenac 50mg (M01AB),2016-11-04,8
Diclofenac 50mg (M01AB),2016-11-05,8
Diclofenac 50mg (M01AB),2016-11-06,8
Diclofenac 50mg (M01AB),2016-11-07,5
Diclofenac 50mg (M01AB),2016-11-08,7
Diclofenac 50mg (M01AB),2016-11-09,2
Diclofenac 50mg (M01AB),2016-11-10,7
Diclofenac 50mg (M01AB),2016-11-11,11
Diclofenac 50mg (M01AB),2016-11-12,8
Diclofenac 50mg (M01AB),2016-11-13,6
Diclofenac 50mg (M01AB),2016-11-14,10
Diclofenac 50mg (M01AB),2016-11-15,5
Diclofenac 50mg (M01AB),2016-11-16,4
Diclofenac 50mg (M01AB),2016-11-17,5
Diclofenac 50mg (M01AB),2016-11-18,1
Diclofenac 50mg (M01AB),2016-11-19,5
Diclofenac 50mg (M01AB),2016-11-20,7
Diclofenac 50mg (M01AB),2016-11-21,1
Diclofenac 50mg (M01AB),2016-11-22,4
Diclofenac 50mg (M01AB),2016-11-23,3
Diclofenac 50mg (M01AB),2016-11-24,9
Diclofenac 50mg (M01AB),2016-11-25,7
Diclofenac 50mg (M01AB),2016-11-26,3
Diclofenac 50mg (M01AB),2016-11-27,9
Diclofenac 50mg (M01AB),2016-11-28,4
Diclofenac 50mg (M01AB),2016-11-29,6
Diclofenac 50mg (M01AB),2016-11-30,3
Diclofenac 50mg (M01AB),2016-12-01,4
Diclofenac 50mg (M01AB),2016-12-02,6
Diclofenac 50mg (M01AB),2016-12-03,3
Diclofenac 50mg (M01AB),2016-12-04,7
Diclofenac 50mg (M01AB),2016-12-05,10
Diclofenac 50mg (M01AB),2016-12-06,6
Diclofenac 50mg (M01AB),2016-12-07,4
Diclofenac 50mg (M01AB),2016-12-08,6
Diclofenac 50mg (M01AB),2016-12-09,6
Diclofenac 50mg (M01AB),2016-12-10,7
Diclofenac 50mg (M01AB),2016-12-11,3
Diclofenac 50mg (M01AB),2016-12-12,4
Diclofenac 50mg (M01AB),2016-12-13,1
Diclofenac 50mg (M01AB),2016-12-14,6
Diclofenac 50mg (M01AB),2016-12-15,10
Diclofenac 50mg (M01AB),2016-12-16,7
Diclofenac 50mg (M01AB),2016-12-17,6
Diclofenac 50mg (M01AB),2016-12-18,2
Diclofenac 50mg (M01AB),2016-12-20,6
Diclofenac 50mg (M01AB),2016-12-21,1
Diclofenac 50mg (M01AB),2016-12-22,4
Diclofenac 50mg (M01AB),2016-12-23,5
Diclofenac 50mg (M01AB),2016-12-24,6
Diclofenac 50mg (M01AB),2016-12-25,2
Diclofenac 50mg (M01AB),2016-12-26,10
Diclofenac 50mg (M01AB),2016-12-27,6
Diclofenac 50mg (M01AB),2016-12-28,4
Diclofenac 50mg (M01AB),2016-12-29,11
Diclofenac 50mg (M01AB),2016-12-30,6
Diclofenac 50mg (M01AB),2016-12-31,8
Diclofenac 50mg (M01AB),2017-01-01,4
Diclofenac 50mg (M01AB),2017-01-03,6
Diclofenac 50mg (M01AB),2017-01-04,7
Diclofenac 50mg (M01AB),2017-01-05,8
Diclofenac 50mg (M01AB),2017-01-06,5
Diclofenac 50mg (M01AB),2017-01-07,3
Diclofenac 50mg (M01AB),2017-01-08,5
Diclofenac 50mg (M01AB),2017-01-09,4
Diclofenac 50mg (M01AB),2017-01-10,6
Diclofenac 50mg (M01AB),2017-01-11,9
Diclofenac 50mg (M01AB),2017-01-12,8
Diclofenac 50mg (M01AB),2017-01-13,7
Diclofenac 50mg (M01AB),2017-01-14,6
Diclofenac 50mg (M01AB),2017-01-15,8
Diclofenac 50mg (M01AB),2017-01-16,7
Diclofenac 50mg (M01AB),2017-01-17,7
Diclofenac 50mg (M01AB),2017-01-18,7
Diclofenac 50mg (M01AB),2017-01-19,5
Diclofenac 50mg (M01AB),2017-01-20,4
Diclofenac 50mg (M01AB),2017-01-21,6
Diclofenac 50mg (M01AB),2017-01-22,5
Diclofenac 50mg (M01AB),2017-01-23,5
Diclofenac 50mg (M01AB),2017-01-24,6
Diclofenac 50mg (M01AB),2017-01-25,8
Diclofenac 50mg (M01AB),2017-01-26,6
Diclofenac 50mg (M01AB),2017-01-27,8
Diclofenac 50mg (M01AB),2017-01-28,6
Diclofenac 50mg (M01AB),2017-01-29,5
Diclofenac 50mg (M01AB),2017-01-30,8
Diclofenac 50mg (M01AB),2017-01-31,4
Diclofenac 50mg (M01AB),2017-02-01,7
Diclofenac 50mg (M01AB),2017-02-02,8
Diclofenac 50mg (M01AB),2017-02-03,8
Diclofenac 50mg (M01AB),2017-02-04,8
Diclofenac 50mg (M01AB),2017-02-05,11
Diclofenac 50mg (M01AB),2017-02-06,10
Diclofenac 50mg (M01AB),2017-02-07,3
Diclofenac 50mg (M01AB),2017-02-08,11
Diclofenac 50mg (M01AB),2017-02-09,4
Diclofenac 50mg (M01AB),2017-02-10,4
Diclofenac 50mg (M01AB),2017-02-11,5
Diclofenac 50mg (M01AB),2017-02-12,10
Diclofenac 50mg (M01AB),2017-02-14,4
Diclofenac 50mg (M01AB),2017-02-15,6
Diclofenac 50mg (M01AB),2017-02-16,4
Diclofenac 50mg (M01AB),2017-02-17,3
Diclofenac 50mg (M01AB),2017-02-18,7
Diclofenac 50mg (M01AB),2017-02-19,3
Diclofenac 50mg (M01AB),2017-02-20,5
Diclofenac 50mg (M01AB),2017-02-21,5
Diclofenac 50mg (M01AB),2017-02-22,4
